epoch,train_loss,val_loss,val_acc,val_f1
1,10.121454292155327,7.142852676675675,0.6906028368794326,0.6483356040267135
2,8.869059495892085,6.559399298742308,0.7229609929078015,0.6835409473021584
3,8.081043253130947,6.004046716165881,0.7406914893617021,0.6991851449782284
4,7.636747775771093,6.031294960079464,0.7406914893617021,0.7015332156830537
5,7.4691173288416355,5.915748438091143,0.7309397163120568,0.6956094061660525
6,7.312360058228175,6.151049431756879,0.723404255319149,0.6843733887620185
7,7.044620944041732,5.978173809271333,0.7406914893617021,0.7039805821861238
8,7.035374102228922,5.943001309819255,0.7327127659574468,0.6959036037150105
9,6.9424494862133725,5.783791059614919,0.7473404255319149,0.709230417944081
10,6.889962960325234,5.873501029209042,0.7296099290780141,0.6932276685167752
11,6.936193446318309,5.755538991579773,0.7486702127659575,0.7113935775648238
12,6.832933761047345,5.922218281960657,0.7331560283687943,0.6958396405954773
13,6.806947083707819,6.3296311404688135,0.6968085106382979,0.6598727843087778
14,6.718739981505465,5.80443402686229,0.7460106382978723,0.7059500469706613
15,6.766153538903446,5.841973563880785,0.7411347517730497,0.7030915250464546
16,6.6130341244399125,6.14843461879179,0.7225177304964538,0.6840885757671059
17,6.66230555375417,5.884978812320012,0.7362588652482269,0.6975315656888007
18,6.599383382087058,5.789021251894903,0.7420212765957447,0.7049347972011669
19,6.608158055164501,5.744596673928677,0.7468971631205674,0.708751311521985
20,6.557201388879871,5.813171193743428,0.7429078014184397,0.7062901673071217
21,6.593142760560868,5.7384529429758695,0.7451241134751773,0.707046841554806
22,6.522600787698377,5.825862239332909,0.7429078014184397,0.7032296064183892
23,6.544823160461077,5.872530681285875,0.7446808510638298,0.7058331501167281
24,6.5311611422357405,5.753355152006691,0.7455673758865248,0.7055860190010231
25,6.476328598903426,5.782365921012898,0.7460106382978723,0.7066745786514191
26,6.514125425712014,5.785221311640232,0.7415780141843972,0.7037419186354482
